specie,variable,variation,converge,iterations,init_value,final_value,init_point,final_point
TS,θ OH'F,5,True,65,1.6938861762043624,-22.33746888946117,"[0.9705, 1.0389, 1.3128, 103.0, 128.0895, 68.72]","[9.72818782e-01 1.77006954e+00 9.35419845e-01 1.08649714e+02
 1.73615866e+02 4.95463152e-04]"
TS,θ OH'F,10,False,0,0,0,"[0.9705, 1.0389, 1.3128, 103.0, 134.189, 68.72]",[]
TS,θ OH'F,15,True,61,3.034979510427111,-22.337468889450918,"[0.9705, 1.0389, 1.3128, 103.0, 140.2885, 68.72]","[ 9.72818781e-01  1.77006951e+00  9.35419845e-01  1.08649720e+02
  1.73615878e+02 -5.57829422e-04]"
TS,θ OH'F,20,False,0,0,0,"[0.9705, 1.0389, 1.3128, 103.0, 146.388, 68.72]",[]
TS,θ OH'F,25,True,58,4.729355726080982,-22.337468889463068,"[0.9705, 1.0389, 1.3128, 103.0, 152.48749999999998, 68.72]","[ 9.72818781e-01  1.77006950e+00  9.35419847e-01  1.08649719e+02
  1.73615878e+02 -3.45386570e-04]"
TS,φ HOH'F,-25,True,56,1.819396578301568,-22.337468889450417,"[0.9705, 1.0389, 1.3128, 103.0, 121.99, 51.54]","[9.72818781e-01 1.77006949e+00 9.35419846e-01 1.08649717e+02
 1.73615885e+02 6.96159842e-04]"
TS,φ HOH'F,-20,True,59,1.6486534174022618,-22.337468889438895,"[0.9705, 1.0389, 1.3128, 103.0, 121.99, 54.976]","[ 9.72818777e-01  1.77006947e+00  9.35419847e-01  1.08649721e+02
  1.73615875e+02 -3.55098260e-05]"
TS,φ HOH'F,-15,False,0,0,0,"[0.9705, 1.0389, 1.3128, 103.0, 121.99, 58.412]",[]
TS,φ HOH'F,-10,False,0,0,0,"[0.9705, 1.0389, 1.3128, 103.0, 121.99, 61.848]",[]
TS,φ HOH'F,-5,False,0,0,0,"[0.9705, 1.0389, 1.3128, 103.0, 121.99, 65.28399999999999]",[]
TS,φ HOH'F,0,True,59,1.402608625051759,-22.33746888951382,"[0.9705, 1.0389, 1.3128, 103.0, 121.99, 68.72]","[9.72818785e-01 1.77006952e+00 9.35419850e-01 1.08649727e+02
 1.73615890e+02 2.94318387e-04]"
TS,φ HOH'F,5,True,60,1.4517440841103526,-22.337468889418712,"[0.9705, 1.0389, 1.3128, 103.0, 121.99, 72.156]","[9.72818775e-01 1.77006951e+00 9.35419844e-01 1.08649728e+02
 1.73615870e+02 2.67988750e-04]"
TS,φ HOH'F,10,False,0,0,0,"[0.9705, 1.0389, 1.3128, 103.0, 121.99, 75.592]",[]
TS,φ HOH'F,15,True,64,1.6798642382845403,-22.337468889453692,"[0.9705, 1.0389, 1.3128, 103.0, 121.99, 79.028]","[ 9.72818781e-01  1.77006948e+00  9.35419846e-01  1.08649721e+02
  1.73615885e+02 -1.32537176e-04]"
TS,φ HOH'F,20,True,62,1.8572959442242358,-22.337468889434536,"[0.9705, 1.0389, 1.3128, 103.0, 121.99, 82.464]","[9.72818781e-01 1.77006944e+00 9.35419844e-01 1.08649720e+02
 1.73615887e+02 2.82544204e-04]"
TS,φ HOH'F,25,True,57,2.0758123356608604,-22.33746888944199,"[0.9705, 1.0389, 1.3128, 103.0, 121.99, 85.9]","[ 9.72818780e-01  1.77006953e+00  9.35419844e-01  1.08649743e+02
  1.73615888e+02 -3.39687925e-04]"
P-vdW (HO--HF),R HO,-25,False,0,0,0,"[0.73035, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R HO,-20,False,0,0,0,"[0.77904, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R HO,-15,False,0,0,0,"[0.82773, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R HO,-10,False,0,0,0,"[0.87642, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R HO,-5,False,0,0,0,"[0.92511, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R HO,0,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R HO,5,False,0,0,0,"[1.02249, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R HO,10,False,0,0,0,"[1.07118, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R HO,15,False,0,0,0,"[1.1198700000000001, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R HO,20,False,0,0,0,"[1.16856, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R HO,25,False,0,0,0,"[1.21725, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R OH',-25,False,0,0,0,"[0.9738, 1.352775, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R OH',-20,False,0,0,0,"[0.9738, 1.44296, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R OH',-15,False,0,0,0,"[0.9738, 1.533145, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R OH',-10,False,0,0,0,"[0.9738, 1.6233300000000002, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R OH',-5,False,0,0,0,"[0.9738, 1.7135150000000001, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R OH',0,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R OH',5,False,0,0,0,"[0.9738, 1.893885, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R OH',10,False,0,0,0,"[0.9738, 1.98407, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R OH',15,False,0,0,0,"[0.9738, 2.074255, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R OH',20,False,0,0,0,"[0.9738, 2.16444, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R OH',25,False,0,0,0,"[0.9738, 2.254625, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R H'F,-25,False,0,0,0,"[0.9738, 1.8037, 0.6997500000000001, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R H'F,-20,False,0,0,0,"[0.9738, 1.8037, 0.7464000000000001, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R H'F,-15,False,0,0,0,"[0.9738, 1.8037, 0.79305, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R H'F,-10,False,0,0,0,"[0.9738, 1.8037, 0.8397, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R H'F,-5,True,0,115.302739153,115.302739153,"[0.9738, 1.8037, 0.8863500000000001, 111.48, 179.16, 0]",[  0.9738    1.8037    0.88635 111.48    179.16      0.     ]
P-vdW (HO--HF),R H'F,0,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R H'F,5,False,0,0,0,"[0.9738, 1.8037, 0.97965, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R H'F,10,False,0,0,0,"[0.9738, 1.8037, 1.0263, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R H'F,15,False,0,0,0,"[0.9738, 1.8037, 1.07295, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R H'F,20,False,0,0,0,"[0.9738, 1.8037, 1.1196000000000002, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),R H'F,25,False,0,0,0,"[0.9738, 1.8037, 1.16625, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),θ HOH',-25,True,0,115.302739153,115.302739153,"[0.9738, 1.8037, 0.933, 83.61, 179.16, 0]",[  0.9738   1.8037   0.933   83.61   179.16     0.    ]
P-vdW (HO--HF),θ HOH',-20,False,0,0,0,"[0.9738, 1.8037, 0.933, 89.184, 179.16, 0]",[]
P-vdW (HO--HF),θ HOH',-15,False,0,0,0,"[0.9738, 1.8037, 0.933, 94.75800000000001, 179.16, 0]",[]
P-vdW (HO--HF),θ HOH',-10,False,0,0,0,"[0.9738, 1.8037, 0.933, 100.33200000000001, 179.16, 0]",[]
P-vdW (HO--HF),θ HOH',-5,False,0,0,0,"[0.9738, 1.8037, 0.933, 105.906, 179.16, 0]",[]
P-vdW (HO--HF),θ HOH',0,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),θ HOH',5,False,0,0,0,"[0.9738, 1.8037, 0.933, 117.054, 179.16, 0]",[]
P-vdW (HO--HF),θ HOH',10,False,0,0,0,"[0.9738, 1.8037, 0.933, 122.628, 179.16, 0]",[]
P-vdW (HO--HF),θ HOH',15,False,0,0,0,"[0.9738, 1.8037, 0.933, 128.202, 179.16, 0]",[]
P-vdW (HO--HF),θ HOH',20,True,0,115.302739153,115.302739153,"[0.9738, 1.8037, 0.933, 133.776, 179.16, 0]",[  0.9738   1.8037   0.933  133.776  179.16     0.    ]
P-vdW (HO--HF),θ HOH',25,False,0,0,0,"[0.9738, 1.8037, 0.933, 139.35, 179.16, 0]",[]
P-vdW (HO--HF),θ OH'F,-25,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 134.37, 0]",[]
P-vdW (HO--HF),θ OH'F,-20,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 143.328, 0]",[]
P-vdW (HO--HF),θ OH'F,-15,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 152.286, 0]",[]
P-vdW (HO--HF),θ OH'F,-10,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 161.244, 0]",[]
P-vdW (HO--HF),θ OH'F,-5,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 170.202, 0]",[]
P-vdW (HO--HF),θ OH'F,0,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),θ OH'F,5,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 188.118, 0]",[]
P-vdW (HO--HF),θ OH'F,10,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 197.076, 0]",[]
P-vdW (HO--HF),θ OH'F,15,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 206.034, 0]",[]
P-vdW (HO--HF),θ OH'F,20,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 214.992, 0]",[]
P-vdW (HO--HF),θ OH'F,25,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 223.95, 0]",[]
P-vdW (HO--HF),φ HOH'F,-25,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0.0]",[]
P-vdW (HO--HF),φ HOH'F,-20,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0.0]",[]
P-vdW (HO--HF),φ HOH'F,-15,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0.0]",[]
P-vdW (HO--HF),φ HOH'F,-10,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0.0]",[]
P-vdW (HO--HF),φ HOH'F,-5,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0.0]",[]
P-vdW (HO--HF),φ HOH'F,0,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0]",[]
P-vdW (HO--HF),φ HOH'F,5,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0.0]",[]
P-vdW (HO--HF),φ HOH'F,10,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0.0]",[]
P-vdW (HO--HF),φ HOH'F,15,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0.0]",[]
P-vdW (HO--HF),φ HOH'F,20,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0.0]",[]
P-vdW (HO--HF),φ HOH'F,25,False,0,0,0,"[0.9738, 1.8037, 0.933, 111.48, 179.16, 0.0]",[]
HO+HF,R HO,-25,False,0,0,0,"[0.72975, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R HO,-20,False,0,0,0,"[0.7784, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R HO,-15,False,0,0,0,"[0.82705, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R HO,-10,False,0,0,0,"[0.8756999999999999, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R HO,-5,False,0,0,0,"[0.92435, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R HO,0,False,0,0,0,"[0.973, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R HO,5,False,0,0,0,"[1.02165, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R HO,10,False,0,0,0,"[1.0703, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R HO,15,False,0,0,0,"[1.11895, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R HO,20,False,0,0,0,"[1.1676, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R HO,25,False,0,0,0,"[1.21625, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R H'F,-25,False,0,0,0,"[0.973, 10, 0.69015, 0, 0, 0]",[]
HO+HF,R H'F,-20,False,0,0,0,"[0.973, 10, 0.73616, 0, 0, 0]",[]
HO+HF,R H'F,-15,False,0,0,0,"[0.973, 10, 0.78217, 0, 0, 0]",[]
HO+HF,R H'F,-10,False,0,0,0,"[0.973, 10, 0.82818, 0, 0, 0]",[]
HO+HF,R H'F,-5,False,0,0,0,"[0.973, 10, 0.87419, 0, 0, 0]",[]
HO+HF,R H'F,0,False,0,0,0,"[0.973, 10, 0.9202, 0, 0, 0]",[]
HO+HF,R H'F,5,False,0,0,0,"[0.973, 10, 0.96621, 0, 0, 0]",[]
HO+HF,R H'F,10,False,0,0,0,"[0.973, 10, 1.0122200000000001, 0, 0, 0]",[]
HO+HF,R H'F,15,False,0,0,0,"[0.973, 10, 1.05823, 0, 0, 0]",[]
HO+HF,R H'F,20,False,0,0,0,"[0.973, 10, 1.10424, 0, 0, 0]",[]
HO+HF,R H'F,25,False,0,0,0,"[0.973, 10, 1.15025, 0, 0, 0]",[]
